orderID;customerID;employeeID;orderDate;monthOrder;yearOrder;requiredDate;shippedDate;shipperID;companyName;freight;lateDays;companyName.1;contactName;contactTitle;city.1;country.1;employeeName;title;city;country;reportsTo;productID;unitPrice;quantity;discount;sale;productName;quantityPerUnit;unitPrice.1;discontinued;categoryID;categoryName;description
10408;FOLIG;8;08.01.2014;Январь;2014;05.02.2014;14.01.2014;1;Speedy Express;11,26;22;Folies gourmandes;Martine Rancй;Assistant Sales Agent;Lille;France;Laura Callahan;Sales Manager;New York;USA;2;54;5,9;6;0;35,4;Tourtiиre;16 pies;7,45;0;6;Meat & Poultry;Prepared meats
10408;FOLIG;8;08.01.2014;Январь;2014;05.02.2014;14.01.2014;1;Speedy Express;11,26;22;Folies gourmandes;Martine Rancй;Assistant Sales Agent;Lille;France;Laura Callahan;Sales Manager;New York;USA;2;62;39,4;35;0;1379;Tarte au sucre;48 pies;49,3;0;3;Confections;Desserts, candies, and sweet breads
10409;OCEAN;3;09.01.2014;Январь;2014;06.02.2014;14.01.2014;1;Speedy Express;29,83;23;Ocйano Atlбntico Ltda.;Yvonne Moncada;Sales Agent;Buenos Aires;Argentina;Janet Leverling;Sales Representative;New York;USA;8;14;18,6;12;0;223,2;Tofu;40 - 100 g pkgs.;23,25;0;7;Produce;Dried fruit and bean curd
10409;OCEAN;3;09.01.2014;Январь;2014;06.02.2014;14.01.2014;1;Speedy Express;29,83;23;Ocйano Atlбntico Ltda.;Yvonne Moncada;Sales Agent;Buenos Aires;Argentina;Janet Leverling;Sales Representative;New York;USA;8;21;8;12;0;96;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;3;Confections;Desserts, candies, and sweet breads
10410;BOTTM;3;10.01.2014;Январь;2014;07.02.2014;15.01.2014;3;Federal Shipping;2,4;23;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Janet Leverling;Sales Representative;New York;USA;8;33;2;49;0;98;Geitost;500 g;2,5;0;4;Dairy Products;Cheeses
10410;BOTTM;3;10.01.2014;Январь;2014;07.02.2014;15.01.2014;3;Federal Shipping;2,4;23;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Janet Leverling;Sales Representative;New York;USA;8;59;44;16;0;704;Raclette Courdavault;5 kg pkg.;55;0;4;Dairy Products;Cheeses
10411;BOTTM;9;10.01.2014;Январь;2014;07.02.2014;21.01.2014;3;Federal Shipping;23,65;17;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Anne Dodsworth;Sales Representative;London;UK;5;41;7,7;25;0,2;192,5;Jack's New England Clam Chowder;12 - 12 oz cans;9,65;0;8;Seafood;Seaweed and fish
10411;BOTTM;9;10.01.2014;Январь;2014;07.02.2014;21.01.2014;3;Federal Shipping;23,65;17;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Anne Dodsworth;Sales Representative;London;UK;5;44;15,5;40;0,2;620;Gula Malacca;20 - 2 kg bags;19,45;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10411;BOTTM;9;10.01.2014;Январь;2014;07.02.2014;21.01.2014;3;Federal Shipping;23,65;17;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Anne Dodsworth;Sales Representative;London;UK;5;59;44;9;0,2;396;Raclette Courdavault;5 kg pkg.;55;0;4;Dairy Products;Cheeses
10412;WARTH;8;13.01.2014;Январь;2014;10.02.2014;15.01.2014;2;United Package;3,77;26;Wartian Herkku;Pirkko Koskitalo;Accounting Manager;Oulu;Finland;Laura Callahan;Sales Manager;New York;USA;2;14;18,6;20;0,1;372;Tofu;40 - 100 g pkgs.;23,25;0;7;Produce;Dried fruit and bean curd
10413;LAMAI;3;14.01.2014;Январь;2014;11.02.2014;16.01.2014;2;United Package;95,66;26;La maison d'Asie;Annette Roulet;Sales Manager;Toulouse;France;Janet Leverling;Sales Representative;New York;USA;8;1;14,4;24;0;345,6;Chai;10 boxes x 20 bags;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10413;LAMAI;3;14.01.2014;Январь;2014;11.02.2014;16.01.2014;2;United Package;95,66;26;La maison d'Asie;Annette Roulet;Sales Manager;Toulouse;France;Janet Leverling;Sales Representative;New York;USA;8;62;39,4;40;0;1576;Tarte au sucre;48 pies;49,3;0;3;Confections;Desserts, candies, and sweet breads
10413;LAMAI;3;14.01.2014;Январь;2014;11.02.2014;16.01.2014;2;United Package;95,66;26;La maison d'Asie;Annette Roulet;Sales Manager;Toulouse;France;Janet Leverling;Sales Representative;New York;USA;8;76;14,4;14;0;201,6;Lakkalikцri;500 ml;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10414;FAMIA;2;14.01.2014;Январь;2014;11.02.2014;17.01.2014;3;Federal Shipping;21,48;25;Familia Arquibaldo;Aria Cruz;Marketing Assistant;Sao Paulo;Brazil;Andrew Fuller;Vice President Sales;New York;USA;;19;7,3;18;0,05;131,4;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9,2;0;3;Confections;Desserts, candies, and sweet breads
10414;FAMIA;2;14.01.2014;Январь;2014;11.02.2014;17.01.2014;3;Federal Shipping;21,48;25;Familia Arquibaldo;Aria Cruz;Marketing Assistant;Sao Paulo;Brazil;Andrew Fuller;Vice President Sales;New York;USA;;33;2;50;0;100;Geitost;500 g;2,5;0;4;Dairy Products;Cheeses
10415;HUNGC;3;15.01.2014;Январь;2014;12.02.2014;24.01.2014;1;Speedy Express;0,2;19;Hungry Coyote Import Store;Yoshi Latimer;Sales Representative;Elgin;USA;Janet Leverling;Sales Representative;New York;USA;8;17;31,2;2;0;62,4;Alice Mutton;20 - 1 kg tins;39;1;6;Meat & Poultry;Prepared meats
10415;HUNGC;3;15.01.2014;Январь;2014;12.02.2014;24.01.2014;1;Speedy Express;0,2;19;Hungry Coyote Import Store;Yoshi Latimer;Sales Representative;Elgin;USA;Janet Leverling;Sales Representative;New York;USA;8;33;2;20;0;40;Geitost;500 g;2,5;0;4;Dairy Products;Cheeses
10416;WARTH;8;16.01.2014;Январь;2014;13.02.2014;27.01.2014;3;Federal Shipping;22,72;17;Wartian Herkku;Pirkko Koskitalo;Accounting Manager;Oulu;Finland;Laura Callahan;Sales Manager;New York;USA;2;19;7,3;20;0;146;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9,2;0;3;Confections;Desserts, candies, and sweet breads
10416;WARTH;8;16.01.2014;Январь;2014;13.02.2014;27.01.2014;3;Federal Shipping;22,72;17;Wartian Herkku;Pirkko Koskitalo;Accounting Manager;Oulu;Finland;Laura Callahan;Sales Manager;New York;USA;2;53;26,2;10;0;262;Perth Pasties;48 pieces;32,8;1;6;Meat & Poultry;Prepared meats
10416;WARTH;8;16.01.2014;Январь;2014;13.02.2014;27.01.2014;3;Federal Shipping;22,72;17;Wartian Herkku;Pirkko Koskitalo;Accounting Manager;Oulu;Finland;Laura Callahan;Sales Manager;New York;USA;2;57;15,6;20;0;312;Ravioli Angelo;24 - 250 g pkgs.;19,5;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10417;SIMOB;4;16.01.2014;Январь;2014;13.02.2014;28.01.2014;3;Federal Shipping;70,29;16;Simons bistro;Jytte Petersen;Owner;Kobenhavn;Denmark;Margaret Peacock;Sales Representative;New York;USA;8;38;210,8;50;0;10540;Cфte de Blaye;12 - 75 cl bottles;263,5;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10417;SIMOB;4;16.01.2014;Январь;2014;13.02.2014;28.01.2014;3;Federal Shipping;70,29;16;Simons bistro;Jytte Petersen;Owner;Kobenhavn;Denmark;Margaret Peacock;Sales Representative;New York;USA;8;46;9,6;2;0,25;19,2;Spegesild;4 - 450 g glasses;12;0;8;Seafood;Seaweed and fish
10417;SIMOB;4;16.01.2014;Январь;2014;13.02.2014;28.01.2014;3;Federal Shipping;70,29;16;Simons bistro;Jytte Petersen;Owner;Kobenhavn;Denmark;Margaret Peacock;Sales Representative;New York;USA;8;68;10;36;0,25;360;Scottish Longbreads;10 boxes x 8 pieces;12,5;0;3;Confections;Desserts, candies, and sweet breads
10417;SIMOB;4;16.01.2014;Январь;2014;13.02.2014;28.01.2014;3;Federal Shipping;70,29;16;Simons bistro;Jytte Petersen;Owner;Kobenhavn;Denmark;Margaret Peacock;Sales Representative;New York;USA;8;77;10,4;35;0;364;Original Frankfurter Grьne SoЯe;12 boxes;13;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10418;QUICK;4;17.01.2014;Январь;2014;14.02.2014;24.01.2014;1;Speedy Express;17,55;21;QUICK-Stop;Horst Kloss;Accounting Manager;Cunewalde;Germany;Margaret Peacock;Sales Representative;New York;USA;8;2;15,2;60;0;912;Chang;24 - 12 oz bottles;19;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10418;QUICK;4;17.01.2014;Январь;2014;14.02.2014;24.01.2014;1;Speedy Express;17,55;21;QUICK-Stop;Horst Kloss;Accounting Manager;Cunewalde;Germany;Margaret Peacock;Sales Representative;New York;USA;8;47;7,6;55;0;418;Zaanse koeken;10 - 4 oz boxes;9,5;0;3;Confections;Desserts, candies, and sweet breads
10418;QUICK;4;17.01.2014;Январь;2014;14.02.2014;24.01.2014;1;Speedy Express;17,55;21;QUICK-Stop;Horst Kloss;Accounting Manager;Cunewalde;Germany;Margaret Peacock;Sales Representative;New York;USA;8;61;22,8;16;0;364,8;Sirop d'йrable;24 - 500 ml bottles;28,5;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10418;QUICK;4;17.01.2014;Январь;2014;14.02.2014;24.01.2014;1;Speedy Express;17,55;21;QUICK-Stop;Horst Kloss;Accounting Manager;Cunewalde;Germany;Margaret Peacock;Sales Representative;New York;USA;8;74;8;15;0;120;Longlife Tofu;5 kg pkg.;10;0;7;Produce;Dried fruit and bean curd
10419;RICSU;4;20.01.2014;Январь;2014;17.02.2014;30.01.2014;2;United Package;137,35;18;Richter Supermarkt;Michael Holz;Sales Manager;Genиve;Switzerland;Margaret Peacock;Sales Representative;New York;USA;8;60;27,2;60;0,05;1632;Camembert Pierrot;15 - 300 g rounds;34;0;4;Dairy Products;Cheeses
10419;RICSU;4;20.01.2014;Январь;2014;17.02.2014;30.01.2014;2;United Package;137,35;18;Richter Supermarkt;Michael Holz;Sales Manager;Genиve;Switzerland;Margaret Peacock;Sales Representative;New York;USA;8;69;28,8;20;0,05;576;Gudbrandsdalsost;10 kg pkg.;36;0;4;Dairy Products;Cheeses
10420;WELLI;3;21.01.2014;Январь;2014;18.02.2014;27.01.2014;1;Speedy Express;44,12;22;Wellington Importadora;Paula Parente;Sales Manager;Resende;Brazil;Janet Leverling;Sales Representative;New York;USA;8;9;77,6;20;0,1;1552;Mishi Kobe Niku;18 - 500 g pkgs.;97;1;6;Meat & Poultry;Prepared meats
10420;WELLI;3;21.01.2014;Январь;2014;18.02.2014;27.01.2014;1;Speedy Express;44,12;22;Wellington Importadora;Paula Parente;Sales Manager;Resende;Brazil;Janet Leverling;Sales Representative;New York;USA;8;13;4,8;2;0,1;9,6;Konbu;2 kg box;6;0;8;Seafood;Seaweed and fish
10420;WELLI;3;21.01.2014;Январь;2014;18.02.2014;27.01.2014;1;Speedy Express;44,12;22;Wellington Importadora;Paula Parente;Sales Manager;Resende;Brazil;Janet Leverling;Sales Representative;New York;USA;8;70;12;8;0,1;96;Outback Lager;24 - 355 ml bottles;15;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10420;WELLI;3;21.01.2014;Январь;2014;18.02.2014;27.01.2014;1;Speedy Express;44,12;22;Wellington Importadora;Paula Parente;Sales Manager;Resende;Brazil;Janet Leverling;Sales Representative;New York;USA;8;73;12;20;0,1;240;Rцd Kaviar;24 - 150 g jars;15;0;8;Seafood;Seaweed and fish
10421;QUEDE;8;21.01.2014;Январь;2014;04.03.2014;27.01.2014;1;Speedy Express;99,23;36;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Laura Callahan;Sales Manager;New York;USA;2;19;7,3;4;0,15;29,2;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9,2;0;3;Confections;Desserts, candies, and sweet breads
10421;QUEDE;8;21.01.2014;Январь;2014;04.03.2014;27.01.2014;1;Speedy Express;99,23;36;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Laura Callahan;Sales Manager;New York;USA;2;26;24,9;30;0;747;Gumbдr Gummibдrchen;100 - 250 g bags;31,23;0;3;Confections;Desserts, candies, and sweet breads
10421;QUEDE;8;21.01.2014;Январь;2014;04.03.2014;27.01.2014;1;Speedy Express;99,23;36;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Laura Callahan;Sales Manager;New York;USA;2;53;26,2;15;0,15;393;Perth Pasties;48 pieces;32,8;1;6;Meat & Poultry;Prepared meats
10421;QUEDE;8;21.01.2014;Январь;2014;04.03.2014;27.01.2014;1;Speedy Express;99,23;36;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Laura Callahan;Sales Manager;New York;USA;2;77;10,4;10;0,15;104;Original Frankfurter Grьne SoЯe;12 boxes;13;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10422;FRANS;2;22.01.2014;Январь;2014;19.02.2014;31.01.2014;1;Speedy Express;3,02;19;Franchi S.p.A.;Paolo Accorti;Sales Representative;Torino;Italy;Andrew Fuller;Vice President Sales;New York;USA;;26;24,9;2;0;49,8;Gumbдr Gummibдrchen;100 - 250 g bags;31,23;0;3;Confections;Desserts, candies, and sweet breads
10423;GOURL;6;23.01.2014;Январь;2014;06.02.2014;24.02.2014;3;Federal Shipping;24,5;-18;Gourmet Lanchonetes;Andrй Fonseca;Sales Associate;Campinas;Brazil;Michael Suyama;Sales Representative;London;UK;5;31;10;14;0;140;Gorgonzola Telino;12 - 100 g pkgs;12,5;0;4;Dairy Products;Cheeses
10423;GOURL;6;23.01.2014;Январь;2014;06.02.2014;24.02.2014;3;Federal Shipping;24,5;-18;Gourmet Lanchonetes;Andrй Fonseca;Sales Associate;Campinas;Brazil;Michael Suyama;Sales Representative;London;UK;5;59;44;20;0;880;Raclette Courdavault;5 kg pkg.;55;0;4;Dairy Products;Cheeses
10424;MEREP;7;23.01.2014;Январь;2014;20.02.2014;27.01.2014;2;United Package;370,61;24;Mиre Paillarde;Jean Fresniиre;Marketing Assistant;Montrйal;Canada;Robert King;Sales Representative;London;UK;5;35;14,4;60;0,2;864;Steeleye Stout;24 - 12 oz bottles;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10424;MEREP;7;23.01.2014;Январь;2014;20.02.2014;27.01.2014;2;United Package;370,61;24;Mиre Paillarde;Jean Fresniиre;Marketing Assistant;Montrйal;Canada;Robert King;Sales Representative;London;UK;5;38;210,8;49;0,2;10329,2;Cфte de Blaye;12 - 75 cl bottles;263,5;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10424;MEREP;7;23.01.2014;Январь;2014;20.02.2014;27.01.2014;2;United Package;370,61;24;Mиre Paillarde;Jean Fresniиre;Marketing Assistant;Montrйal;Canada;Robert King;Sales Representative;London;UK;5;68;10;30;0,2;300;Scottish Longbreads;10 boxes x 8 pieces;12,5;0;3;Confections;Desserts, candies, and sweet breads
10425;LAMAI;6;24.01.2014;Январь;2014;21.02.2014;14.02.2014;2;United Package;7,93;7;La maison d'Asie;Annette Roulet;Sales Manager;Toulouse;France;Michael Suyama;Sales Representative;London;UK;5;55;19,2;10;0,25;192;Pвtй chinois;24 boxes x 2 pies;24;0;6;Meat & Poultry;Prepared meats
10425;LAMAI;6;24.01.2014;Январь;2014;21.02.2014;14.02.2014;2;United Package;7,93;7;La maison d'Asie;Annette Roulet;Sales Manager;Toulouse;France;Michael Suyama;Sales Representative;London;UK;5;76;14,4;20;0,25;288;Lakkalikцri;500 ml;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10426;GALED;4;27.01.2014;Январь;2014;24.02.2014;06.02.2014;1;Speedy Express;18,69;18;Galerнa del gastrуnomo;Eduardo Saavedra;Marketing Manager;Barcelona;Spain;Margaret Peacock;Sales Representative;New York;USA;8;56;30,4;5;0;152;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10426;GALED;4;27.01.2014;Январь;2014;24.02.2014;06.02.2014;1;Speedy Express;18,69;18;Galerнa del gastrуnomo;Eduardo Saavedra;Marketing Manager;Barcelona;Spain;Margaret Peacock;Sales Representative;New York;USA;8;64;26,6;7;0;186,2;Wimmers gute Semmelknцdel;20 bags x 4 pieces;33,25;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10427;PICCO;4;27.01.2014;Январь;2014;24.02.2014;03.03.2014;2;United Package;31,29;-7;Piccolo und mehr;Georg Pipps;Sales Manager;Salzburg;Austria;Margaret Peacock;Sales Representative;New York;USA;8;14;18,6;35;0;651;Tofu;40 - 100 g pkgs.;23,25;0;7;Produce;Dried fruit and bean curd
10428;REGGC;7;28.01.2014;Январь;2014;25.02.2014;04.02.2014;1;Speedy Express;11,09;21;Reggiani Caseifici;Maurizio Moroni;Sales Associate;Reggio Emilia;Italy;Robert King;Sales Representative;London;UK;5;46;9,6;20;0;192;Spegesild;4 - 450 g glasses;12;0;8;Seafood;Seaweed and fish
10429;HUNGO;3;29.01.2014;Январь;2014;12.03.2014;07.02.2014;2;United Package;56,63;33;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;Cork;Ireland;Janet Leverling;Sales Representative;New York;USA;8;50;13;40;0;520;Valkoinen suklaa;12 - 100 g bars;16,25;0;3;Confections;Desserts, candies, and sweet breads
10429;HUNGO;3;29.01.2014;Январь;2014;12.03.2014;07.02.2014;2;United Package;56,63;33;Hungry Owl All-Night Grocers;Patricia McKenna;Sales Associate;Cork;Ireland;Janet Leverling;Sales Representative;New York;USA;8;63;35,1;35;0,25;1228,5;Vegie-spread;15 - 625 g jars;43,9;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10430;ERNSH;4;30.01.2014;Январь;2014;13.02.2014;03.02.2014;1;Speedy Express;458,78;10;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Margaret Peacock;Sales Representative;New York;USA;8;17;31,2;45;0,2;1404;Alice Mutton;20 - 1 kg tins;39;1;6;Meat & Poultry;Prepared meats
10430;ERNSH;4;30.01.2014;Январь;2014;13.02.2014;03.02.2014;1;Speedy Express;458,78;10;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Margaret Peacock;Sales Representative;New York;USA;8;21;8;50;0;400;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;3;Confections;Desserts, candies, and sweet breads
10430;ERNSH;4;30.01.2014;Январь;2014;13.02.2014;03.02.2014;1;Speedy Express;458,78;10;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Margaret Peacock;Sales Representative;New York;USA;8;56;30,4;30;0;912;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10430;ERNSH;4;30.01.2014;Январь;2014;13.02.2014;03.02.2014;1;Speedy Express;458,78;10;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Margaret Peacock;Sales Representative;New York;USA;8;59;44;70;0,2;3080;Raclette Courdavault;5 kg pkg.;55;0;4;Dairy Products;Cheeses
10431;BOTTM;4;30.01.2014;Январь;2014;13.02.2014;07.02.2014;2;United Package;44,17;6;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Margaret Peacock;Sales Representative;New York;USA;8;17;31,2;50;0,25;1560;Alice Mutton;20 - 1 kg tins;39;1;6;Meat & Poultry;Prepared meats
10431;BOTTM;4;30.01.2014;Январь;2014;13.02.2014;07.02.2014;2;United Package;44,17;6;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Margaret Peacock;Sales Representative;New York;USA;8;40;14,7;50;0,25;735;Boston Crab Meat;24 - 4 oz tins;18,4;0;8;Seafood;Seaweed and fish
10431;BOTTM;4;30.01.2014;Январь;2014;13.02.2014;07.02.2014;2;United Package;44,17;6;Bottom-Dollar Markets;Elizabeth Lincoln;Accounting Manager;Tsawassen;Canada;Margaret Peacock;Sales Representative;New York;USA;8;47;7,6;30;0,25;228;Zaanse koeken;10 - 4 oz boxes;9,5;0;3;Confections;Desserts, candies, and sweet breads
10432;SPLIR;3;31.01.2014;Январь;2014;14.02.2014;07.02.2014;2;United Package;4,34;7;Split Rail Beer & Ale;Art Braunschweiger;Sales Manager;Lander;USA;Janet Leverling;Sales Representative;New York;USA;8;26;24,9;10;0;249;Gumbдr Gummibдrchen;100 - 250 g bags;31,23;0;3;Confections;Desserts, candies, and sweet breads
10432;SPLIR;3;31.01.2014;Январь;2014;14.02.2014;07.02.2014;2;United Package;4,34;7;Split Rail Beer & Ale;Art Braunschweiger;Sales Manager;Lander;USA;Janet Leverling;Sales Representative;New York;USA;8;54;5,9;40;0;236;Tourtiиre;16 pies;7,45;0;6;Meat & Poultry;Prepared meats
10433;PRINI;3;03.02.2014;Февраль;2014;03.03.2014;04.03.2014;3;Federal Shipping;73,83;-1;Princesa Isabel Vinhos;Isabel de Castro;Sales Representative;Lisboa;Portugal;Janet Leverling;Sales Representative;New York;USA;8;56;30,4;28;0;851,2;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10434;FOLKO;3;03.02.2014;Февраль;2014;03.03.2014;13.02.2014;2;United Package;17,92;18;Folk och fд HB;Maria Larsson;Owner;Brдcke;Sweden;Janet Leverling;Sales Representative;New York;USA;8;11;16,8;6;0;100,8;Queso Cabrales;1 kg pkg.;21;0;4;Dairy Products;Cheeses
10434;FOLKO;3;03.02.2014;Февраль;2014;03.03.2014;13.02.2014;2;United Package;17,92;18;Folk och fд HB;Maria Larsson;Owner;Brдcke;Sweden;Janet Leverling;Sales Representative;New York;USA;8;76;14,4;18;0,15;259,2;Lakkalikцri;500 ml;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10435;CONSH;8;04.02.2014;Февраль;2014;18.03.2014;07.02.2014;2;United Package;9,21;39;Consolidated Holdings;Elizabeth Brown;Sales Representative;London;UK;Laura Callahan;Sales Manager;New York;USA;2;2;15,2;10;0;152;Chang;24 - 12 oz bottles;19;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10435;CONSH;8;04.02.2014;Февраль;2014;18.03.2014;07.02.2014;2;United Package;9,21;39;Consolidated Holdings;Elizabeth Brown;Sales Representative;London;UK;Laura Callahan;Sales Manager;New York;USA;2;22;16,8;12;0;201,6;Gustaf's Knackebrцd;24 - 500 g pkgs.;21;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10435;CONSH;8;04.02.2014;Февраль;2014;18.03.2014;07.02.2014;2;United Package;9,21;39;Consolidated Holdings;Elizabeth Brown;Sales Representative;London;UK;Laura Callahan;Sales Manager;New York;USA;2;72;27,8;10;0;278;Mozzarella di Giovanni;24 - 200 g pkgs.;34,8;0;4;Dairy Products;Cheeses
10436;BLONP;3;05.02.2014;Февраль;2014;05.03.2014;11.02.2014;2;United Package;156,66;22;Blondesddsl pиre et fils;Frйdйrique Citeaux;Marketing Manager;Strasbourg;France;Janet Leverling;Sales Representative;New York;USA;8;46;9,6;5;0;48;Spegesild;4 - 450 g glasses;12;0;8;Seafood;Seaweed and fish
10436;BLONP;3;05.02.2014;Февраль;2014;05.03.2014;11.02.2014;2;United Package;156,66;22;Blondesddsl pиre et fils;Frйdйrique Citeaux;Marketing Manager;Strasbourg;France;Janet Leverling;Sales Representative;New York;USA;8;56;30,4;40;0,1;1216;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10436;BLONP;3;05.02.2014;Февраль;2014;05.03.2014;11.02.2014;2;United Package;156,66;22;Blondesddsl pиre et fils;Frйdйrique Citeaux;Marketing Manager;Strasbourg;France;Janet Leverling;Sales Representative;New York;USA;8;64;26,6;30;0,1;798;Wimmers gute Semmelknцdel;20 bags x 4 pieces;33,25;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10436;BLONP;3;05.02.2014;Февраль;2014;05.03.2014;11.02.2014;2;United Package;156,66;22;Blondesddsl pиre et fils;Frйdйrique Citeaux;Marketing Manager;Strasbourg;France;Janet Leverling;Sales Representative;New York;USA;8;75;6,2;24;0,1;148,8;Rhцnbrдu Klosterbier;24 - 0.5 l bottles;7,75;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10437;WARTH;8;05.02.2014;Февраль;2014;05.03.2014;12.02.2014;1;Speedy Express;19,97;21;Wartian Herkku;Pirkko Koskitalo;Accounting Manager;Oulu;Finland;Laura Callahan;Sales Manager;New York;USA;2;53;26,2;15;0;393;Perth Pasties;48 pieces;32,8;1;6;Meat & Poultry;Prepared meats
10438;TOMSP;3;06.02.2014;Февраль;2014;06.03.2014;14.02.2014;2;United Package;8,24;20;Toms Spezialitдten;Karin Josephs;Marketing Manager;Mьnster;Germany;Janet Leverling;Sales Representative;New York;USA;8;19;7,3;15;0,2;109,5;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9,2;0;3;Confections;Desserts, candies, and sweet breads
10438;TOMSP;3;06.02.2014;Февраль;2014;06.03.2014;14.02.2014;2;United Package;8,24;20;Toms Spezialitдten;Karin Josephs;Marketing Manager;Mьnster;Germany;Janet Leverling;Sales Representative;New York;USA;8;34;11,2;20;0,2;224;Sasquatch Ale;24 - 12 oz bottles;14;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10438;TOMSP;3;06.02.2014;Февраль;2014;06.03.2014;14.02.2014;2;United Package;8,24;20;Toms Spezialitдten;Karin Josephs;Marketing Manager;Mьnster;Germany;Janet Leverling;Sales Representative;New York;USA;8;57;15,6;15;0,2;234;Ravioli Angelo;24 - 250 g pkgs.;19,5;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10439;MEREP;6;07.02.2014;Февраль;2014;07.03.2014;10.02.2014;3;Federal Shipping;4,07;25;Mиre Paillarde;Jean Fresniиre;Marketing Assistant;Montrйal;Canada;Michael Suyama;Sales Representative;London;UK;5;12;30,4;15;0;456;Queso Manchego La Pastora;10 - 500 g pkgs.;38;0;4;Dairy Products;Cheeses
10439;MEREP;6;07.02.2014;Февраль;2014;07.03.2014;10.02.2014;3;Federal Shipping;4,07;25;Mиre Paillarde;Jean Fresniиre;Marketing Assistant;Montrйal;Canada;Michael Suyama;Sales Representative;London;UK;5;16;13,9;16;0;222,4;Pavlova;32 - 500 g boxes;17,45;0;3;Confections;Desserts, candies, and sweet breads
10439;MEREP;6;07.02.2014;Февраль;2014;07.03.2014;10.02.2014;3;Federal Shipping;4,07;25;Mиre Paillarde;Jean Fresniиre;Marketing Assistant;Montrйal;Canada;Michael Suyama;Sales Representative;London;UK;5;64;26,6;6;0;159,6;Wimmers gute Semmelknцdel;20 bags x 4 pieces;33,25;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10439;MEREP;6;07.02.2014;Февраль;2014;07.03.2014;10.02.2014;3;Federal Shipping;4,07;25;Mиre Paillarde;Jean Fresniиre;Marketing Assistant;Montrйal;Canada;Michael Suyama;Sales Representative;London;UK;5;74;8;30;0;240;Longlife Tofu;5 kg pkg.;10;0;7;Produce;Dried fruit and bean curd
